QID1	Position	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Comments	Gender	LGBTQ	UnderRep	Black	Asian	LatinX	MiddleEast	Native	HawaiiPI	White	Other	Ethnicity.text	Disability	Military	Academic_Class	Staff_wStudents	Faculty_rank	Faculty_appoint	Gender.exp	LGBTQ.text	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q19_1	Q19_4	Q19_5	Q19_6	Q19_7	Q19_8	Q19_9	Q19_10	Q19_11	Q19_12	Q19_13	Q19_14	Disability.text	role		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	3	3	3	3	3	3	3	3	4	4	4	4	3	3		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	3	3	4	3	3	2	2	3	4	4	4	4	3	2	5		3			Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Assistant	Instructional faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	4	5	5	5	5	4	5	4	5	5	5	5	5	5		5		Cisgender Man*	No	No	0	1	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	4	4	4	3	4	4	4	4	4	4	3	4		4		Cisgender Woman*	No	Yes	1	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	2	2	3	1	2	5	3	5	2	2		4			4	5	1			"None of my issues involve typical DEI concerns; they are all due to issues with my supervisor...very low Emotional Intelligence, lack of leadership skills, unclear strategic direction, lack of transparency, lack of trust, etc."	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	"I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard"		Yes																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	5	5	4	5	5	4	5	5	4	5	4	5	5	5	4	5				Cisgender Man*	No	No	0	0	0	0	1	0	1	FALSE		"No, I do not have a disability"	"I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard"		Yes																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	2	2	2	4	2	4	2	4	2	4	2	4	3	4	4	4	5				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	3	3	1	4	3	4	4	2	5	4	4	4	4	1	4		3			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	2	4	4	3	4	4	4	4	5	4	5	5	5	3		3		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	4	4	5	5	5	5	5	4	5	4	4	4	4	5	4		5			Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Assistant	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	"I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard"		Yes																							Staff		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	4	5	5	5	5	5	5	4	5	5	5	5	4	5	3		5		"The CSE leadership is not diverse, e.g., no Asian, African American, ... https://www.engr.utexas.edu/about/leadership"	Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	1	1	2	2	2	3	3	5	2	3	3	3	5	2		1			Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	4	4	5	5	4	5	5	5	4	5	4	5	5		5		Cisgender Man*	No	Yes	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	4	5	5	4	5	5	5	5	4	5		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	2	4	4	3	3	4	4	4	4	2	4	3	3	3	3	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	4	3	4	4	4	5	3	5	5	5	5	5	5	5		5		Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	2	3	2	4	5	4		4	4	4	5	2	4	4	4	5				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	4	5	5	5	5	5	5	5	5	4	4	4	5	5	5	5				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"Yes, I have a disability"	I have never served		Yes																		Physical/Mobility condition that affects walking			Other (please specify):	Balance disorder	Staff		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	4	3	4	4	4	4	3	5	4	4	5	5	3	4		4			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	5	4	5	2	5	5	4	4	2	4	1	4	4	5	2	5		5	"As a woman in the graduate aerospace engineering program, I have very few people (and no professors) that look like me. There are also very few people of color and LGBTQIA+ people in our community. I do, however, feel very respected by my professors and the staff, and my supervisor is extremely encouraging."	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	5	5	5	5		5	5	5	5	4	5	5	5	5	5		5		Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	4	3	3	4	4	4	4	3	4	4	4	4	4	5			4				No	No	0	0	0	0	0	0	1	FALSE		"Yes, I have a disability"	I have never served			Not applicable to my position	Instructional faculty																			Other (please specify):	various	Faculty		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	4	5	5	5	5	5	5	5	3	4	4	4	5	5		5			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	5	5	4	5	5	5	5	5	5	5	4	4	5	5	5		5		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	5	4	4	5	4	4	4	5	4	5	4	5	3	4	4		5		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I am currently serving or formerly served in the military forces of another government	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	5	4	3	3	3	4	4	4	5	4	4	4		4		Cisgender Man*	No	Yes	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	3	2	2	2	2	3	3	3	3	3	2	2	1	4	2	4			"There is always a sense/lack of diversity and cultural/age issues within the school. There is an overall top layer of togetherness but within, there seems to be a lack of understanding, lack of diversity, and unwillingness to accept change."	Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	2	5	4	5	5	5	5		5	"I widely believe that the culture in the department is derived from faculty. Notable proponents of this diverse and accepting environment, in my experience, are Contreras, Milliron, Truskett, and Freeman. These 3 professors are present within discussions and awareness whenever possible and create a culture that is reflected in the majority of groups. However, I am aware of an older generation of faculty, Peppas and Johnston, for example, who seem to have taken actions to make their work and collaborations less diverse. I understand that this is a matter of generation and how male engineers were lauded, but it does create a damper on recruitment to steer students aware from these groups, particularly if they are female. What would be actionable items to help further diversity and inclusion in our department even to the older generation, tenured professors?"	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	3	4		4		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	2	3	2	2	4	4	4	2	4	2	1	2	2	5	1	5				Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served																									Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	3	5	3	5	3	4	5	3	4	5	4	5	5		5		5	"I have felt respected by each of my professors except for Dr. Rodin, who never made an effort to act like we were competent adults"	Cisgender Man*	No	No	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5	Great school with a great environment and support network. I have lots of opportunities to achieve greatness	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	2	4	4	5	2	2	4	4	1	5		3	2	2	5	3	5			"As long as offering salaries for new  are based on a person's previous salary in a different department or job title rather than the new hires' performance and knowledge, and the requirements of the new position, there will always be disparity without fair pay for women and minorities."	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"Yes, I have a disability"	I have never served		No											Attention Deficit/Hyperactivity Disorder					Chronic Illness/Medical Condition							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	2	2	2	2	4	3	4	4	2	4	3	4	3	4	1		3		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	3	5	5	5	5	5	5	5	5	5	5	5	3	5			5		Cisgender Man*	No	Yes	0	1	0	0	0	1	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	5	4	5	4	4		5	4	5	5	5	5	4	5		5		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	5	4	4	4	4	4	4	3	4	4	3	5	4	5		4		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	3	3	3	4	3	4	4	4	4	5	5	5	5	5			I value diversity in the University.	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	4	3	3	4	5	5	4	3	4	5	4	5	3	3	4		4		Cisgender Woman*	No	No	0	0	0	1	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	2	3	2	5	5	2	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	2	2	4	4	3	4	4	3	4	4	4	4	4	4	4		4		Cisgender Man*	No	No	0	0	0	0	1	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	4	4	4	5	4	5	3	5	5	5	4	4	5	5	5	5				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
